"RM Item Desc","Date","Amount (in Rs. Crore)","Prompts_Time1","Sequence"
"RM1) Reserve Money (Liabilities/Components) ","2001/07/20 00:00:00","304540","2001 -07-20","1154"
"RM1) Reserve Money (Liabilities/Components) ","2001/07/27 00:00:00","306274","2001 -07-27","1154"
"RM1) Reserve Money (Liabilities/Components) ","2001/08/03 00:00:00","300630","2001 -08-03","1154"
"RM1) Reserve Money (Liabilities/Components) ","2001/08/10 00:00:00","303722","2001 -08-10","1154"
"RM1) Reserve Money (Liabilities/Components) ","2001/08/17 00:00:00","305184","2001 -08-17","1154"
"RM1) Reserve Money (Liabilities/Components) ","2001/08/24 00:00:00","308033","2001 -08-24","1154"
"RM1) Reserve Money (Liabilities/Components) ","2001/08/31 00:00:00","296459","2001 -08-31","1154"
"RM1) Reserve Money (Liabilities/Components) ","2001/09/07 00:00:00","314807","2001 -09-07","1154"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2001/07/06 00:00:00","8461","2001 -07-06","1162"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2001/07/13 00:00:00","10021","2001 -07-13","1162"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2001/07/20 00:00:00","9257","2001 -07-20","1162"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2001/07/27 00:00:00","11616","2001 -07-27","1162"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2001/08/03 00:00:00","8331","2001 -08-03","1162"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2001/08/10 00:00:00","8272","2001 -08-10","1162"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2001/08/17 00:00:00","8983","2001 -08-17","1162"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2001/08/24 00:00:00","9256","2001 -08-24","1162"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2001/08/31 00:00:00","8154","2001 -08-31","1162"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2001/09/07 00:00:00","9851","2001 -09-07","1162"
"RM2.1.1) RBI's Claims on - Government (net)","2001/07/06 00:00:00","166691","2001 -07-06","1156"
"RM2.1.1) RBI's Claims on - Government (net)","2001/07/13 00:00:00","166704","2001 -07-13","1156"
"RM2.1.1) RBI's Claims on - Government (net)","2001/07/20 00:00:00","165737","2001 -07-20","1156"
"RM2.1.1) RBI's Claims on - Government (net)","2001/07/27 00:00:00","161554","2001 -07-27","1156"
"RM2.1.1) RBI's Claims on - Government (net)","2001/08/03 00:00:00","164384","2001 -08-03","1156"
"RM2.1.1) RBI's Claims on - Government (net)","2001/08/10 00:00:00","166058","2001 -08-10","1156"
"RM2.1.1) RBI's Claims on - Government (net)","2001/08/24 00:00:00","156133","2001 -08-24","1156"
"RM2.1.1) RBI's Claims on - Government (net)","2001/08/31 00:00:00","147741","2001 -08-31","1156"
"RM2.1.1) RBI's Claims on - Government (net)","2001/09/07 00:00:00","160204","2001 -09-07","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2001/07/06 00:00:00","","2001 -07-06","1157"
"RM2.1.1.1) RBI's Claims on - Central Govt","2001/07/13 00:00:00","","2001 -07-13","1157"
"RM2.1.1.1) RBI's Claims on - Central Govt","2001/07/20 00:00:00","","2001 -07-20","1157"
"RM2.1.1.1) RBI's Claims on - Central Govt","2001/07/27 00:00:00","","2001 -07-27","1157"
"RM2.1.1.1) RBI's Claims on - Central Govt","2001/08/03 00:00:00","","2001 -08-03","1157"
"RM2.1.1.1) RBI's Claims on - Central Govt","2001/08/10 00:00:00","","2001 -08-10","1157"
"RM2.1.1.1) RBI's Claims on - Central Govt","2001/08/17 00:00:00","","2001 -08-17","1157"
"RM2.1.1.1) RBI's Claims on - Central Govt","2001/08/24 00:00:00","","2001 -08-24","1157"
"RM2.1.1.1) RBI's Claims on - Central Govt","2001/08/31 00:00:00","","2001 -08-31","1157"
"RM2.1.1.1) RBI's Claims on - Central Govt","2001/09/07 00:00:00","","2001 -09-07","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2001/07/06 00:00:00","16355","2001 -07-06","1158"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2001/07/13 00:00:00","21772","2001 -07-13","1158"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2001/07/20 00:00:00","19405","2001 -07-20","1158"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2001/07/27 00:00:00","25340","2001 -07-27","1158"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2001/08/03 00:00:00","16081","2001 -08-03","1158"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2001/08/10 00:00:00","17037","2001 -08-10","1158"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2001/08/24 00:00:00","19647","2001 -08-24","1158"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2001/08/31 00:00:00","15812","2001 -08-31","1158"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2001/09/07 00:00:00","22043","2001 -09-07","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2001/07/06 00:00:00","7894","2001 -07-06","1159"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2001/07/13 00:00:00","11751","2001 -07-13","1159"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2001/07/20 00:00:00","10148","2001 -07-20","1159"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2001/07/27 00:00:00","13724","2001 -07-27","1159"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2001/08/03 00:00:00","7750","2001 -08-03","1159"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2001/08/10 00:00:00","8765","2001 -08-10","1159"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2001/08/17 00:00:00","9168","2001 -08-17","1159"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2001/08/24 00:00:00","10391","2001 -08-24","1159"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2001/08/31 00:00:00","7658","2001 -08-31","1159"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2001/09/07 00:00:00","12192","2001 -09-07","1159"
"RM2.3) Govt't currency liabilities to the public ","2001/07/06 00:00:00","5565","2001 -07-06","1164"
"RM2.3) Govt't currency liabilities to the public ","2001/07/13 00:00:00","5565","2001 -07-13","1164"
"RM2.3) Govt't currency liabilities to the public ","2001/07/20 00:00:00","5565","2001 -07-20","1164"
"RM2.3) Govt't currency liabilities to the public ","2001/07/27 00:00:00","5640","2001 -07-27","1164"
"RM2.3) Govt't currency liabilities to the public ","2001/08/03 00:00:00","5640","2001 -08-03","1164"
"RM2.3) Govt't currency liabilities to the public ","2001/08/10 00:00:00","5640","2001 -08-10","1164"
"RM2.3) Govt't currency liabilities to the public ","2001/08/17 00:00:00","5640","2001 -08-17","1164"
"RM2.3) Govt't currency liabilities to the public ","2001/08/24 00:00:00","5720","2001 -08-24","1164"
"RM2.3) Govt't currency liabilities to the public ","2001/08/31 00:00:00","5721","2001 -08-31","1164"
"RM2.3) Govt't currency liabilities to the public ","2001/09/07 00:00:00","5721","2001 -09-07","1164"
"RM1.2) `Other' deposits with RBI ","2002/12/06 00:00:00","2782","2002 -12-06","1152"
"RM1) Reserve Money (Liabilities/Components) ","2002/12/06 00:00:00","342752","2002 -12-06","1154"
"RM2.1.1) RBI's Claims on - Government (net)","2002/12/06 00:00:00","117950","2002 -12-06","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2002/12/06 00:00:00","111794","2002 -12-06","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2002/12/06 00:00:00","9125","2002 -12-06","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2002/12/06 00:00:00","6118","2002 -12-06","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2002/12/06 00:00:00","3007","2002 -12-06","1162"
"RM2.2) Net foreign exchange assets of RBI ","2002/12/06 00:00:00","326991","2002 -12-06","1163"
"RM2.3) Govt't currency liabilities to the public ","2002/12/06 00:00:00","6907","2002 -12-06","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2002/12/06 00:00:00","118221","2002 -12-06","1165"
"RM1.1) Currency in circulation -Total ","2002/12/13 00:00:00","274103","2002 -12-13","1150"
"RM1.3) Bankers' deposits with RBI ","2002/12/13 00:00:00","72193","2002 -12-13","1153"
"RM1.2) `Other' deposits with RBI ","2002/12/13 00:00:00","2945","2002 -12-13","1152"
"RM1) Reserve Money (Liabilities/Components) ","2002/12/13 00:00:00","349241","2002 -12-13","1154"
"RM2.1.1) RBI's Claims on - Government (net)","2002/12/13 00:00:00","123022","2002 -12-13","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2002/12/13 00:00:00","116319","2002 -12-13","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2002/12/13 00:00:00","9030","2002 -12-13","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2002/12/13 00:00:00","6070","2002 -12-13","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2002/12/13 00:00:00","2960","2002 -12-13","1162"
"RM2.2) Net foreign exchange assets of RBI ","2002/12/13 00:00:00","329697","2002 -12-13","1163"
"RM2.3) Govt't currency liabilities to the public ","2002/12/13 00:00:00","6907","2002 -12-13","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2002/12/13 00:00:00","119416","2002 -12-13","1165"
"RM1.1) Currency in circulation -Total ","2002/12/20 00:00:00","271987","2002 -12-20","1150"
"RM1.3) Bankers' deposits with RBI ","2002/12/20 00:00:00","70682","2002 -12-20","1153"
"RM1.2) `Other' deposits with RBI ","2002/12/20 00:00:00","2657","2002 -12-20","1152"
"RM1) Reserve Money (Liabilities/Components) ","2002/12/20 00:00:00","345326","2002 -12-20","1154"
"RM2.1.1) RBI's Claims on - Government (net)","2002/12/20 00:00:00","114792","2002 -12-20","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2002/12/20 00:00:00","106941","2002 -12-20","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2002/12/20 00:00:00","9123","2002 -12-20","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2002/12/20 00:00:00","6008","2002 -12-20","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2002/12/20 00:00:00","3115","2002 -12-20","1162"
"RM2.2) Net foreign exchange assets of RBI ","2002/12/20 00:00:00","334008","2002 -12-20","1163"
"RM2.3) Govt't currency liabilities to the public ","2002/12/20 00:00:00","6907","2002 -12-20","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2002/12/20 00:00:00","119504","2002 -12-20","1165"
"RM1.1) Currency in circulation -Total ","2002/12/27 00:00:00","270912","2002 -12-27","1150"
"RM1.3) Bankers' deposits with RBI ","2002/12/27 00:00:00","70298","2002 -12-27","1153"
"RM1.2) `Other' deposits with RBI ","2002/12/27 00:00:00","2618","2002 -12-27","1152"
"RM1) Reserve Money (Liabilities/Components) ","2002/12/27 00:00:00","343828","2002 -12-27","1154"
"RM2.1.1) RBI's Claims on - Government (net)","2002/12/27 00:00:00","110760","2002 -12-27","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2002/12/27 00:00:00","105402","2002 -12-27","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2002/12/27 00:00:00","9364","2002 -12-27","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2002/12/27 00:00:00","6401","2002 -12-27","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2002/12/27 00:00:00","2963","2002 -12-27","1162"
"RM2.2) Net foreign exchange assets of RBI ","2002/12/27 00:00:00","337633","2002 -12-27","1163"
"RM2.3) Govt't currency liabilities to the public ","2002/12/27 00:00:00","6947","2002 -12-27","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2002/12/27 00:00:00","120876","2002 -12-27","1165"
"RM1.1) Currency in circulation -Total ","2003/01/03 00:00:00","271778","2003 -01-03","1150"
"RM1.3) Bankers' deposits with RBI ","2003/01/03 00:00:00","68170","2003 -01-03","1153"
"RM1.2) `Other' deposits with RBI ","2003/01/03 00:00:00","3128","2003 -01-03","1152"
"RM1) Reserve Money (Liabilities/Components) ","2003/01/03 00:00:00","343076","2003 -01-03","1154"
"RM2.1.1) RBI's Claims on - Government (net)","2003/01/03 00:00:00","109876","2003 -01-03","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2003/01/03 00:00:00","103357","2003 -01-03","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2003/01/03 00:00:00","9503","2003 -01-03","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2003/01/03 00:00:00","6523","2003 -01-03","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2003/01/03 00:00:00","2980","2003 -01-03","1162"
"RM2.2) Net foreign exchange assets of RBI ","2003/01/03 00:00:00","339703","2003 -01-03","1163"
"RM2.3) Govt't currency liabilities to the public ","2003/01/03 00:00:00","6947","2003 -01-03","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2003/01/03 00:00:00","122952","2003 -01-03","1165"
"RM1.1) Currency in circulation -Total ","2003/01/10 00:00:00","275090","2003 -01-10","1150"
"RM1.3) Bankers' deposits with RBI ","2003/01/10 00:00:00","76630","2003 -01-10","1153"
"RM1.2) `Other' deposits with RBI ","2003/01/10 00:00:00","2736","2003 -01-10","1152"
"RM1) Reserve Money (Liabilities/Components) ","2003/01/10 00:00:00","354456","2003 -01-10","1154"
"RM2.1.1) RBI's Claims on - Government (net)","2003/01/10 00:00:00","120210","2003 -01-10","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2003/01/10 00:00:00","113070","2003 -01-10","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2003/01/10 00:00:00","10186","2003 -01-10","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2003/01/10 00:00:00","7184","2003 -01-10","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2003/01/10 00:00:00","3002","2003 -01-10","1162"
"RM2.2) Net foreign exchange assets of RBI ","2003/01/10 00:00:00","342156","2003 -01-10","1163"
"RM2.3) Govt't currency liabilities to the public ","2003/01/10 00:00:00","6947","2003 -01-10","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2003/01/10 00:00:00","125044","2003 -01-10","1165"
"RM1.1) Currency in circulation -Total ","2003/01/17 00:00:00","276086","2003 -01-17","1150"
"RM1.3) Bankers' deposits with RBI ","2003/01/17 00:00:00","68139","2003 -01-17","1153"
"RM1.2) `Other' deposits with RBI ","2003/01/17 00:00:00","2695","2003 -01-17","1152"
"RM1) Reserve Money (Liabilities/Components) ","2003/01/17 00:00:00","346919","2003 -01-17","1154"
"RM2.1.1) RBI's Claims on - Government (net)","2003/01/17 00:00:00","108054","2003 -01-17","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2003/01/17 00:00:00","101410","2003 -01-17","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2003/01/17 00:00:00","10746","2003 -01-17","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2003/01/17 00:00:00","7054","2003 -01-17","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2003/01/17 00:00:00","3692","2003 -01-17","1162"
"RM2.2) Net foreign exchange assets of RBI ","2003/01/17 00:00:00","347064","2003 -01-17","1163"
"RM2.3) Govt't currency liabilities to the public ","2003/01/17 00:00:00","6947","2003 -01-17","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2003/01/17 00:00:00","125892","2003 -01-17","1165"
"RM1.1) Currency in circulation -Total ","2003/01/24 00:00:00","274471","2003 -01-24","1150"
"RM1.3) Bankers' deposits with RBI ","2003/01/24 00:00:00","70920","2003 -01-24","1153"
"RM1.2) `Other' deposits with RBI ","2003/01/24 00:00:00","2671","2003 -01-24","1152"
"RM1) Reserve Money (Liabilities/Components) ","2003/01/24 00:00:00","348062","2003 -01-24","1154"
"RM2.1.1) RBI's Claims on - Government (net)","2003/01/24 00:00:00","107823","2003 -01-24","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2003/01/24 00:00:00","102114","2003 -01-24","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2003/01/24 00:00:00","9881","2003 -01-24","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2003/01/24 00:00:00","6956","2003 -01-24","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2003/01/24 00:00:00","2925","2003 -01-24","1162"
"RM2.2) Net foreign exchange assets of RBI ","2003/01/24 00:00:00","350437","2003 -01-24","1163"
"RM2.3) Govt't currency liabilities to the public ","2003/01/24 00:00:00","6993","2003 -01-24","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2003/01/24 00:00:00","127072","2003 -01-24","1165"
"RM1.1) Currency in circulation -Total ","2003/01/31 00:00:00","273054","2003 -01-31","1150"
"RM1.3) Bankers' deposits with RBI ","2003/01/31 00:00:00","72595","2003 -01-31","1153"
"RM1.2) `Other' deposits with RBI ","2003/01/31 00:00:00","3130","2003 -01-31","1152"
"RM1) Reserve Money (Liabilities/Components) ","2003/01/31 00:00:00","348779","2003 -01-31","1154"
"RM2.1.1) RBI's Claims on - Government (net)","2003/01/31 00:00:00","108321","2003 -01-31","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2003/01/31 00:00:00","102858","2003 -01-31","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2003/01/31 00:00:00","9472","2003 -01-31","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2003/01/31 00:00:00","6532","2003 -01-31","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2003/01/31 00:00:00","2940","2003 -01-31","1162"
"RM2.2) Net foreign exchange assets of RBI ","2003/01/31 00:00:00","351677","2003 -01-31","1163"
"RM2.3) Govt't currency liabilities to the public ","2003/01/31 00:00:00","6993","2003 -01-31","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2003/01/31 00:00:00","127683","2003 -01-31","1165"
"RM1.1) Currency in circulation -Total ","2003/02/07 00:00:00","279109","2003 -02-07","1150"
"RM1.3) Bankers' deposits with RBI ","2003/02/07 00:00:00","71554","2003 -02-07","1153"
"RM1.2) `Other' deposits with RBI ","2003/02/07 00:00:00","2917","2003 -02-07","1152"
"RM1) Reserve Money (Liabilities/Components) ","2003/02/07 00:00:00","353580","2003 -02-07","1154"
"RM2.1.1) RBI's Claims on - Government (net)","2003/02/07 00:00:00","108508","2003 -02-07","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2003/02/07 00:00:00","102984","2003 -02-07","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2003/02/07 00:00:00","8965","2003 -02-07","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2003/02/07 00:00:00","6059","2003 -02-07","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2003/02/07 00:00:00","2906","2003 -02-07","1162"
"RM2.2) Net foreign exchange assets of RBI ","2003/02/07 00:00:00","356290","2003 -02-07","1163"
"RM2.3) Govt't currency liabilities to the public ","2003/02/07 00:00:00","6993","2003 -02-07","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2003/02/07 00:00:00","127176","2003 -02-07","1165"
